Fuente,Categora,Título,Empresa,Ubicacin,Modalidad,Idioma Solicitado,Nivel de Puesto,Salario,Tipo de Empresa,Fecha,Descripción,URL,Palabras_Clave,Idioma,Nivel del Puesto,Link,Categora STEM,Tags,Conteo_Ttulo,salario_mensual,valor,periodo,moneda,crc,crc_limpio,cluster_id,Categora_refinada,texto_enriquecido,rango_salarial_crc,categoria_refinada_crc,cluster_refinado,cluster_nombre,rango_detallado,subcluster,cluster_nuevo,cluster_final
RemoteOK,natural sciences managers,payment qr code from eye ai,crowdgen by appen,remoto,remoto,,,50000 100000 per year,internacional,2025-11-08 00:00:00,crowdgen by appen apply now 421 views 28 applied 7 share this job get a rokco short link crowdgen by appen is hiring a remote payment qr code from eye ai join us in shaping the future of image recognition technology this is your chance to contribute by simply sharing photos be part of this exciting projectstart contributing today \ud83d\udcf8 theres no limit to how many images you can submit to appen and participation is flexibleyou just need to complete your assigned session requirements all participants must be 18 years of age or older own a smartphone device has a stable internet connection to use our appen mobile app and upload your pictures must be residing in india where your crowdgen account is registered when completing the task task we are specifically looking for upi payment qr code photos capture unique images of payment qr code that you commonly sees in markets stores restaurants cafes and other establishments using your smartphones rear camera capture image in portrait mode minimum resolution of 1080x1920 pretend youre buying something while wearing smart glasses look at the upi payment qr code and step back a bit about 36 feet away hold your phones rear camera facing out next to your left eye stand straight up tilt your head if you need to and capture code dont use the selfie camera or filters dont stand too far away or lean in too close dont use an angle where the qr code details can no longer be seen list of providers google pay phonepe bharatpe payzapp paytm mobikwik others payment you will receive a pay rate of 050 usd per image only images passed qa will be accepted and eligible for payment rejected images will not be paid please note that the pay rate displayed represents the amount of each accepted image you submit note once you are active in the project and selected to complete the task we will contact you with a welcome email containing your app login details pin you have a window of 12 days to complete the task upon the issuance of the pins if not the pin will expire and the task will be reassigned to another participant in case you cannot complete the 5 images per pin you can just submit whatever photos you have after the pin expires we will send whatever images you submit for quality checking seize the opportunityits first come first served if your submitted images meet our quality standards and pass the quality check we may offer you a chance to receive a new set of pins well contact you once youre eligible 050 050 onetime salary and compensation no salary data published by company so we estimated salary based on similar jobs related to mobile and mobile jobs that are similar 50000 100000year benefits 401k distributed team async vision insurance dental insurance medical insurance unlimited vacation paid time off 4 day workweek 401k matching company retreats coworking budget learning budget free gym membership mental wellness budget home office budget pay in crypto pseudonymous profit sharing equity compensation no whiteboard interview no monitoring system no politics at work we hire old and young location india,,,no especificado,No identificado,https://remoteok.com/remote-jobs/remote-payment-qr-code-from-eye-ai-crowdgen-by-appen-1093792,,,176,6250.0,75000,anual,USD,3187500.0,3187500.0,5,natural sciences managers (medio-alto),"Categoría laboral: natural sciences managers (medio-alto). nivel medio-alto. Salario en colones: ₡3,187,500.",Muy Alto,Natural Sciences Managers (Gerente),2,C_3,₡3M-₡4M,,,C4
RemoteOK,natural sciences managers,technical writer,peach finance,remoto,remoto,,,57500 92500 per year,internacional,2025-11-08 00:00:00,peach finance apply now 2632 views 224 applied 9 share this job get a rokco short link peach finance is hiring a remote technical writer peach is a modern and configurable lending technology platform that helps lenders launch new lending products our product is apibased which means our developer resources are the key link between peach and the lenders who leverage us to build launch and scale many of todays most innovative lending products we believe our developer documentation and resources can be even more robust and userfriendly than they are today not only will this improve our client experience but it will also enable peach to more rapidly scale by helping our clients selfserve thats why its a top priority of ours to find an ambitious and skilled technical writer whos not afraid to broaden their scope to include instructional content and process documentation such as platform migration instructions were looking for someone who brings significant technical writing and financial services experience and who wont be satisfied until were the most developerfriendly lending technology platform in the market this is a fantastic opportunity to make a huge impact at a rapidly growing series b company this position will report to the head of marketing our senior technical writer will help us by updating and elevating our api reference creating internal and external documentation to provide context and instructions scoping out and managing build of a developer resource center that includes instructional content and process documentation incorporating new products and features into our documentation on an ongoing basis collaborating with marketing to developing externalfacing collateral requirements 5 years of technical writing experience experience managing a documentation platform experience writing api documentation experience creating developer resource centers experience creating training manuals instructional materials video tutorials and other learning content nice to haves familiarity with openapi restful api python go javascript familiarity with lending and financial services experience with redoc github markdown 110000 125000 a year about peach peach is a leading lending technology platform that enables fintechs and traditional financial institutions to quickly launch new lending programs our fully integrated suite of apibased products includes a loan management system with 250 configuration variables agent and borrower portals payment processing communications reporting firstparty collections tools and compliance guard peach was built by leaders from top fintechs like affirm avant and prosper who set out to create the most configurable robust complianceforward and futureproof lending platform in the market salary and compensation no salary data published by company so we estimated salary based on similar jobs related to writer video finance api senior and marketing jobs that are similar 57500 92500year benefits 401k distributed team async vision insurance dental insurance medical insurance unlimited vacation paid time off 4 day workweek 401k matching company retreats coworking budget learning budget free gym membership mental wellness budget home office budget pay in crypto pseudonymous profit sharing equity compensation no whiteboard interview no monitoring system no politics at work we hire old and young location remote,,,no especificado,No identificado,https://remoteok.com/remote-jobs/remote-technical-writer-peach-finance-1093765,,,176,6250.0,75000,anual,USD,3187500.0,3187500.0,5,natural sciences managers (medio-alto),"Categoría laboral: natural sciences managers (medio-alto). nivel medio-alto. Salario en colones: ₡3,187,500.",Muy Alto,Natural Sciences Managers (Gerente),2,C_3,₡3M-₡4M,,,C4
RemoteOK,natural sciences managers,blockchain security ai track,certik,remoto,remoto,,,50000 102500 per year,internacional,2025-11-08 00:00:00,certik apply now 1755 views 58 applied 3 share this job get a rokco short link certik is hiring a remote blockchain security expert ai track about the company one of the fastestgrowing and most trusted companies in blockchain security certik is a true market leader to date certik has worked with over 4798 clients secured over 597 billion worth of digital assets and has monitored over 17000 projects our clients include leading projects such as aave polygon yearn and chiliz investors insight partners sequoia tiger global coatue management lightspeed advent international softbank hillhouse capital goldman sachs shunwei capital idg capital wing legend star danhua capital and other investors about the role the primary focus of this role is to pioneer the development of an intelligent ai agent powered by large language models llms to enhance our security audit tools in the blockchain space as a blockchain security expert on the ai track you will work closely with our blockchain security team to bridge cuttingedge academic research with practical applications your efforts will be dedicated to developing testing and optimizing llmdriven ai agents that automatically analyze smart contracts and identify potential vulnerabilities in this role youll be immersed in research and experimentation exploring new methods to improve threat detection and risk assessment within our security audit platform thereby directly contributing to more secure blockchain infrastructures responsibilities collaborate with our blockchain security team to develop an llmbased ai agent for security audit tools experiment with novel ai techniques to enhance threat detection and risk assessment in blockchain environments assist in transforming cuttingedge research on ai agents into practical scalable security auditing solutions continuously research emerging trends in llms ai agent architectures and cybersecurity and proactively propose improvements requirements a bachelors degree or higher preferably in a science or engineering field 2 years of security or software development experience familiar with blockchain and smart contract technologies familiar with agentic coding tools such as cursor windsurf cline etc strong and creative problemsolving skills always willing to learn and embrace new technologies and to collaborate preferred qualifications prior research or project experience in developing ai agents or automated security analysis tools demonstrated ability to translate research insights into effective productionready tools prior knowledge of web3 security audits handson blockchain experience such as evaluating risks for blockchain projects or analyzing onchain security events compensation if the role is performed in the us the target annual compensation is 120000 180000 the exact compensation at which this job is filled will be determined by the skills and experience of qualified candidates blockchain startups hiring certik accepts applications for this position on an ongoing basis certik is proud to offer medical vision and dental insurance 401k plan with company matching life and accidental death and dismemberment insurance hsa with high deductible plan fsa and other benefits to all fulltime employees along with flexible paid time off and holidays certik also offers a variable commission program for business development sales roles in compliance with federal law all persons hired will be required to verify identity and eligibility to work in the united states and to complete the required employment eligibility verification form upon hire certik is proud to be an equal opportunity employer we will not discriminate against any applicant or employee on the basis of age race color creed religion sex sexual orientation gender gender identity or expression medical condition national origin ancestry citizenship marital status or civil partnershipunion status physical or mental disability pregnancy childbirth genetic information military and veteran status or any other basis prohibited by applicable federal state or local law certik will consider for employment qualified applicants with criminal histories in a manner consistent with local and federal requirements httpswwweeocgovsitesdefaultfilesmigratedfilesemployersposterscreenreaderoptimizedpdf all certik employees are expected to actively support diversity on their teams and in the company salary and compensation no salary data published by company so we estimated salary based on similar jobs related to web3 and sales jobs that are similar 50000 102500year benefits 401k distributed team async vision insurance dental insurance medical insurance unlimited vacation paid time off 4 day workweek 401k matching company retreats coworking budget learning budget free gym membership mental wellness budget home office budget pay in crypto pseudonymous profit sharing equity compensation no whiteboard interview no monitoring system no politics at work we hire old and young location us remote,,,no especificado,No identificado,https://remoteok.com/remote-jobs/remote-blockchain-security-expert-ai-track-certik-1093753,,,176,6354.166666666667,76250,anual,USD,3240625.0,3240625.0,5,natural sciences managers (medio-alto),"Categoría laboral: natural sciences managers (medio-alto). nivel medio-alto. Salario en colones: ₡3,240,625.",Muy Alto,Natural Sciences Managers (Gerente),2,C_3,₡3M-₡4M,,,C4
RemoteOK,natural sciences managers,backend engineer,deblock,remoto,remoto,,,65000 100000 per year,internacional,2025-11-08 00:00:00,deblock is hiring a remote senior backend engineer remote this is a seniorlead position experience in fintech and or crypto requiredas a backend engineer youll be directly working with the product team in this fastpaced environment youll be given complex banking and crypto problems to solve develop a salary and compensation no salary data published by company so we estimated salary based on similar jobs related to golang crypto senior engineer and backend jobs that are similar 65000 100000year benefits 401k distributed team async vision insurance dental insurance medical insurance unlimited vacation paid time off 4 day workweek 401k matching company retreats coworking budget learning budget free gym membership mental wellness budget home office budget pay in crypto pseudonymous profit sharing equity compensation no whiteboard interview no monitoring system no politics at work we hire old and young,,,no especificado,No identificado,https://remoteok.com/remote-jobs/remote-senior-backend-engineer-deblock-1093793,,,528,6875.0,82500,anual,USD,3506250.0,3506250.0,2,natural sciences managers (medio-alto),"Categoría laboral: natural sciences managers (medio-alto). nivel medio-alto. Salario en colones: ₡3,506,250.",Muy Alto,Natural Sciences Managers (Gerente),4,C_2,₡3M-₡4M,,,C3
RemoteOK,natural sciences managers,backend software engineer client group,virta health,remoto,remoto,,,70000 100000 per year,internacional,2025-11-08 00:00:00,virta health apply now 378 views 34 applied 9 share this job get a rokco short link virta health is hiring a remote backend software engineer client group backend software engineer client groupvirta health is on a mission to transform type 2 diabetes and weightloss care current treatment approaches arent workingover half of us adults have either type 2 diabetes or prediabetes and obesity rates are at an alltime high virta is changing this by helping people reverse their metabolic condition through innovations in technology personalized nutrition and virtual care delivery reinvented from the ground up we have raised over 350 million from toptier investors and partner with the largest health plans employers and government organizations to help their employees and members restore their health and take back their lives join us on our mission to reverse diabetes and obesity in one billion peopleas a backend engineer youll build reliable systems improve data accuracy across member client and operational workflows and automate processes that are critical to virtas ability to deliver seamless care and transparent reporting your work will enable faster decisionmaking reduce manual processes and ensure our data is accurate accessible and ready to support both internal teams and external partnerswere also excited to find someone who brings an aiaugmented mindset using modern tools and techniques to enhance development workflows and spot opportunities to embed ai into processes where it adds valuewhat youll do build and enhance scalable golang microservices to power eligibility coverage billing and clientfacing systems automate and streamline operational workflows helping to reduce manual data handling and improve the accuracy and availability of member and client data design and deliver selfservice tools that allow finance operations and client teams to manage processes and configurations independently reducing reliance on engineering ensure member client and operational data is accurate consistent and traceable supporting both internal decisionmaking and external reporting work with data and ai teams to explore opportunities to apply ai to data validation process automation and anomaly detection contribute to clientfacing apis that enable seamless data exchange between virta and our customers what were looking for 57 years of shipping backend code in a high quality production environment with exposure to data centric systems experience building microservices in production experience with data and eventbased architectures api development sqlnosql datastores messaging queues etc experience with golang experience with a cloud platform such as google cloud aws andor azure strong communication skills and a proven history of interfacing with businesslevel stakeholders both technical and nontechnical alike being a champion of longterm thinking and striving to make a business impact without sacrificing engineering quality bonuses practical use of ai tools to accelerate development workflows or enhance data processes light frontend skills for fullstack moments exposure to healthcare fintech or other regulated domains where data integrity is paramount valuesdriven culturevirtas company values drive our culture so youll do well if you put people first and take care of yourself your peers and our patients equally you have a strong sense of ownership and take initiative while empowering others to do the same you prioritize positive impact over busy work you have no ego and understand that everyone has something to bring to the table regardless of experience you appreciate transparency and promote trust and empowerment through open access of information you are evidencebased and prioritize data and science over seniority or dogma you take risks and rapidly iterate is this role not quite what youre looking for join our talent community and follow us on linkedin to stay connectedvirta has a location based compensation structure starting pay will be based on a number of factors and commensurate with qualifications experience for this role the compensation range is 145491 187900 information about virtas benefits is on our careers page at httpswwwvirtahealthcomcareersas part of your duties at virta you may come in contact with sensitive patient information that is governed by hipaa throughout your career at virta you will be expected to follow virtas security and privacy procedures to ensure our patients information remains strictly confidential security and privacy training will be providedas a remotefirst company our team is spread across various locations with office hubs in denver and san francisco clinical roles we currently do not hire in the following states ak hi ri corporate roles we currently do not hire in the following states ak ar de hi me ms nm ok sd vt wiliremote salary and compensation no salary data published by company so we estimated salary based on similar jobs related to golang engineer and backend jobs that are similar 70000 100000year benefits 401k distributed team async vision insurance dental insurance medical insurance unlimited vacation paid time off 4 day workweek 401k matching company retreats coworking budget learning budget free gym membership mental wellness budget home office budget pay in crypto pseudonymous profit sharing equity compensation no whiteboard interview no monitoring system no politics at work we hire old and young,,,no especificado,No identificado,https://remoteok.com/remote-jobs/remote-backend-software-engineer-client-group-virta-health-1093794,,,176,7083.333333333333,85000,anual,USD,3612500.0,3612500.0,2,natural sciences managers (medio-alto),"Categoría laboral: natural sciences managers (medio-alto). nivel medio-alto. Salario en colones: ₡3,612,500.",Muy Alto,Natural Sciences Managers (Gerente),4,C_2,₡3M-₡4M,,,C3
RemoteOK,natural sciences managers,30 hourly assistant residents only,holdon now,remoto,remoto,,,80000 90000 per year,internacional,2025-11-08 00:00:00,holdon now apply now 48502 views 7016 applied 14 share this job holdon now is hiring a remote 30 hourly virtual assistant usa residents only holdon now inc wilder fitness equipment inc do not submit your information if you are not currently living in the united states of america we will automatically delete any cvresume that is not from the united states my name is lance bridges business owner of holdon now inc wilder fitness equipment inc and coowner of superior roustabout singleton service we are seeking a virtual assistant to provide administrative support to our team while working remotely you will handle administrative projects and deliver highquality work under minimal supervision you are required to have experience in fulfilling various administrative tasks including answering emails scheduling meetings and making travel arrangements a strong internet connection is required along with experience using communication tools like skype virtual assistant responsibilities organize communication via emails and phone calls provide customer service as first point of contact organize meetings travels and accommodations manage contact lists and organize managers calendars create and review customer spreadsheets and keep online records conduct market research and report on the results prepare presentations help employees with their administrative queries virtual assistant requirements 2 years experience of working on a virtual assistant or other relevant position significant experience with current technologies like desktop sharing cloud services and voip good practical experience with wordprocessing software and spreadsheets particularly ms office good practical experience with online calendars and scheduling particularly google calendar strong phone email and instant messaging communication skills strong organizational and time management skills high school diploma additional qualification as an administrator or executive assistant will be a bonus please mention the word resourcefulness when applying to show you read the job post completely rmzqumtq4lji0mi4xmjk this is a feature to avoid fake spam applicants companies can search these words to find applicants that read this and instantly see theyre human salary and compensation 80000 90000year benefits 401k medical insurance paid time off 4 day workweek pay in crypto we hire old and young,,,no especificado,No identificado,https://remoteok.com/remote-jobs/remote-30-hourly-virtual-assistant-usa-residents-only-holdon-now-1093611,,,179,7083.333333333333,85000,anual,USD,3612500.0,3612500.0,2,natural sciences managers (medio-alto),"Categoría laboral: natural sciences managers (medio-alto). nivel medio-alto. Salario en colones: ₡3,612,500.",Muy Alto,Natural Sciences Managers (Gerente),4,C_2,₡3M-₡4M,,,C3
RemoteOK,natural sciences managers,associate clinical monitoring,wep clinical,remoto,remoto,,,60000 120000 per year,internacional,2025-11-08 00:00:00,wep clinical is hiring a remote associate director clinical monitoring are you passionate about driving the successful delivery of clinical trials and leading teams that contribute to the development of lifechanging therapies at wep clinical we are committed to helping patients gain early access to innovative treatments we offer a collaborative environment where leadership is valued and opportunities for strategic impact and professional growth are supported join our team as an associate director clinical monitoring and take a lead role in advancing medical research while guiding teams that make a meaningful difference in patients lives role objectives the wep clinical associate director of clinical monitoring provides leadership and oversight for the clinical monitoring function driving the implementation of strategies set by senior leadership this role is responsible for developing and executing monitoring strategies managing multiple clinical monitoring teams and ensuring the highest quality standards across all posttrial access programs and clinical trials additionally the associate director of clinical monitoring supports the achievement of broader departmental objectives the ideal candidate strong communicator strategic thinker confident leader adaptable what youll do lead the implementation and oversight of clinical monitoring processes to ensure quality and efficiency develop and execute site monitoring plans and data collection strategies for clinical trials manage and mentor cras inhouse cras and other clinical team members conduct onsite and remote cra assessment visits to support performance and development align monitoring activities with organizational goals in collaboration with senior leadership oversee monitoring strategies for complex or highpriority studies monitor kpis to identify performance trends and areas for improvement serve as the escalation point for complex monitoring and compliance issues build and maintain strong relationships with sponsors cros and key stakeholders oversee training and professional development for the clinical monitoring team contribute to business development activities including proposals and bid defenses manage clinical monitoring budgets and resource planning what youll need bachelors degree in life sciences healthcare or related field 7 years of experience in clinical research including at least 3 years in a leadership capacity indepth knowledge of clinical research processes gcp ich guidelines and global regulatory requirements willingness and ability to travel up to 20 based on business needs demonstrated success in developing and executing strategic initiatives within clinical operations strong leadership and people management skills with the ability to influence guide and motivate teams proven experience in managing sponsor and cro relationships what we offer medical dental and vision insurance fsa hsa voluntary shortterm and longterm disability insurance voluntary life insurance 401k safe harbor plan and company match paid vacation holiday and sick time paid maternity paternity leave what sets us apart wep clinical partners with sponsors to help patients and physicians gain early access to medicines when no other treatment options are available wep clinical has over 15 years of experience distributing products to over 120 countries worldwide to treat unmet patient needs were committed to our team wep has many initiatives to encourage wellness growth and development and team relationships check out our linkedin life page to learn more about our team events and all that we do to support our employees were committed to dei at wep clinical acceptance recognition and engagement are the core of our dei values we are committed to giving employees opportunities for personal and professional success and growth embracing everyones unique identities our services include access programs clinical trial services patient site solutions clinical trial supply market access and commercialization wep clinical is a smokefree drugfree and alcoholfree work environment wep clinical is an equalopportunity employer wep clinical does not unlawfully discriminate against employees or applicants for employment based on an individuals race colour religion creed sex sexual orientation gender identity or expression national origin genetic information age disability marital status veteran status or any other status protected by applicable law this policy applies to all terms conditions and privileges of employment including recruitment hiring placement compensation promotion discipline and termination wep clinical will make reasonable accommodation for qualified individuals with known disabilities in accordance with applicable law salary and compensation no salary data published by company so we estimated salary based on similar jobs related to senior and senior jobs that are similar 60000 120000year benefits 401k distributed team async vision insurance dental insurance medical insurance unlimited vacation paid time off 4 day workweek 401k matching company retreats coworking budget learning budget free gym membership mental wellness budget home office budget pay in crypto pseudonymous profit sharing equity compensation no whiteboard interview no monitoring system no politics at work we hire old and young location remote us,,,no especificado,No identificado,https://remoteok.com/remote-jobs/remote-associate-director-clinical-monitoring-wep-clinical-1093749,,,176,7500.0,90000,anual,USD,3825000.0,3825000.0,2,natural sciences managers (alto),"Categoría laboral: natural sciences managers (alto). nivel alto o de liderazgo. Salario en colones: ₡3,825,000.",Muy Alto,Natural Sciences Managers (Gerente),4,C_2,₡3M-₡4M,,,C3
RemoteOK,natural sciences managers,devops engineer,inkitt,remoto,remoto,,,60000 120000 per year,internacional,2025-11-08 00:00:00,inkitt apply now 1832 views 161 applied 9 share this job get a rokco short link inkitt is hiring a remote senior devops engineer inkitt is building the disney of the 21st century standing at the forefront of technology and entertainment leveraging ai and predictive algorithmsinkittdiscovers unknown stories and turns them into blockbuster hits producing a new 1m ebook every 4 weeks and selling directly to consumers through itsgalateaapp inkitt has become the 11th most bestsellergenerating publisher in the world boasting a 40x higher hitrate than traditional publishers recently raising a series c and backed by some of the top vcs such as khosla kleiner perkins and nea ventures our recent expansion intocandyjartvis only the beginning of our journey to becoming the nextgen entertainment powerhouse what youll do provide support and development for cloud infrastructure in gcp aws and hetzner ensuring seamless operation and scalability expand and maintain our kubernetes and nomad container orchestration infrastructure implement robust monitoring and observability solutions for infrastructure and various backend applications utilizing tools like prometheus and kibana set up and maintain highly available databases including postgresql elasticsearch and clickhouse to meet performance and reliability requirements continuously enhance security measures across the infrastructure implementing best practices and staying vigilant against potential threats collaborate with stakeholders to manage infrastructure budgeting optimizing resource allocation and costeffectiveness strive to achieve nearperfect system uptime through proactive maintenance performance tuning and rapid incident response what youll bring cs degree or in a related field proficiency in postgresql database management encompassing configuration performance tuning and high availability setups experience with prometheus for robust monitoring and alerting ensuring timely detection and resolution of issues familiarity with elasticsearch and kibana for efficient log analysis and visualization enhancing system observability expertise in kubernetes or nomad for container orchestration and deployment enabling scalable and resilient infrastructure experience with clickhouse or other olap databases for realtime analytics and data warehousing enabling rapid insights into large datasets handson experience with cloud platforms such as gcp and aws including infrastructure setup configuration and optimization proficiency in redis for caching and inmemory data storage enhancing application performance and scalability who we are looking for autonomous bring solutions instead of problems data driven quick to action a high functioning workaholic looking for exponential career growth have lots of fun building a generational ai x entertainment company 70000 90000 a year at inkitt we strive to build a company culture and provide employment opportunities based on diversity and inclusion we believe every author should have an equal opportunity to succeed as should our team members as a growing team from 20 countries we welcome everyone to apply we look forward to hearing from you check out ourcareers blog follow us oninstagramlinkedin salary and compensation no salary data published by company so we estimated salary based on similar jobs related to redis devops elasticsearch c senior engineer and backend jobs that are similar 60000 120000year benefits 401k distributed team async vision insurance dental insurance medical insurance unlimited vacation paid time off 4 day workweek 401k matching company retreats coworking budget learning budget free gym membership mental wellness budget home office budget pay in crypto pseudonymous profit sharing equity compensation no whiteboard interview no monitoring system no politics at work we hire old and young location remote mexico city,,,no especificado,No identificado,https://remoteok.com/remote-jobs/remote-senior-devops-engineer-inkitt-1093739,,,176,7500.0,90000,anual,USD,3825000.0,3825000.0,2,natural sciences managers (alto),"Categoría laboral: natural sciences managers (alto). nivel alto o de liderazgo. Salario en colones: ₡3,825,000.",Muy Alto,Natural Sciences Managers (Gerente),4,C_2,₡3M-₡4M,,,C3
RemoteOK,natural sciences managers,aprio national tax office leader tax,aprio,remoto,remoto,,,60000 120000 per year,internacional,2025-11-08 00:00:00,aprio apply now 1285 views 63 applied 5 share this job get a rokco short link aprio is hiring a remote aprio canada national tax office leader senior tax director work with a nationally ranked cpa and advisory firm that is passionate for whats next aprio has 30 us office locations one in the philippines and more than 2100 team members that speak 60 languages across the globe by bringing together proven expertise deep understanding and strategic foresight for fastgrowing industries aprio ensures clients are prepared for wherever life or business may take them discover a toprated culture vast growth opportunities and your next big career move with aprio join apriosbusiness operationsteam and you will help clients maximize their opportunities aprio is a progressive fastgrowing firm looking for a senior tax director to join their dynamic team we are seeking a visionary and strategic leader to head our canada national tax office nto this role is pivotal in laying the foundation and shaping the firms national tax policy generating federal and provincial tax thoughtleadership and ensuring technical excellence across all tax practices the ideal candidate will be a recognized tax expert with deep knowledge of canadian tax legislation regulatory frameworks and industry trends reponsibities set and execute the national tax office nto vision aligned with national and global tax strategies serve as a key national tax leader building a canadian tax team across technical areas represent the firm in tax policy forums and regulatory consultations lead development of technical tax positions and policies oversee creation of publications alerts and thought leadership monitor tax legislation and provide timely insights and tools ensure consistent tax quality standards and manage risk across service lines collaborate with audit legal and compliance teams and lead internalexternal reviews mentor future leaders and lead national training initiatives foster crossregional knowledge sharing including within the aprio professional services network provide strategic tax advice and technical support on key client matters contribute to business development by identifying tax trends and market opportunities build strong internal and external relationships act as a liaison between canadian and global tax teams to align on international initiatives and policy qualifications cpa ca designation or equivalent masters in taxation or llm tax preferred minimum 15 years of progressive experience in canadian tax with at least 5 years in a leadership role deep expertise in corporate tax international tax and tax policy proven ability to lead highperforming teams and influence at the executive level strong communication analytical and strategic thinking skills 150000 450000 a yearplease note the salary range provided above is in local currency cad the salary range for this opportunity is stated above as such an actual salary may fall closer to one or the other end of the range and in certain circumstances may wind up being outside of the listed salary range why work for aprio whether you are just starting out looking to advance into management or searching for your next leadership role aprio offers an opportunity to grow with a futurefocused innovative firm whats in it for you working with an industry leader be part of a highgrowth firm that is passionate for whats next an awesome culturethirtyone fundamental behaviors guide our culture every day ensuring we always deliver an exceptional teammember and client experience we call it the aprio way this shared mindset creates lasting relationships between team members and with clients a great team work with a highenergy passionate caring and ambitious team of professionals in a collaborative culture growth opportunities grow professionally in an environment that fosters continuous learning and advancement competitive compensation you will be rewarded with competitive compensation equal opportunity employer aprio is an equal opportunity employer encouraging diversity in the workplace all qualified applicants will receive consideration for employment without regard to race color religion national origin sex pregnancy sexual orientation gender identity andor expression age disability genetic information citizenship status military service obligations or any other category protected by applicable federal state or local law salary and compensation no salary data published by company so we estimated salary based on similar jobs related to senior and senior jobs that are similar 60000 120000year benefits 401k distributed team async vision insurance dental insurance medical insurance unlimited vacation paid time off 4 day workweek 401k matching company retreats coworking budget learning budget free gym membership mental wellness budget home office budget pay in crypto pseudonymous profit sharing equity compensation no whiteboard interview no monitoring system no politics at work we hire old and young location toronto,,,no especificado,No identificado,https://remoteok.com/remote-jobs/remote-aprio-canada-national-tax-office-leader-senior-tax-director-aprio-1093729,,,176,7500.0,90000,anual,USD,3825000.0,3825000.0,2,natural sciences managers (alto),"Categoría laboral: natural sciences managers (alto). nivel alto o de liderazgo. Salario en colones: ₡3,825,000.",Muy Alto,Natural Sciences Managers (Gerente),4,C_2,₡3M-₡4M,,,C3
RemoteOK,natural sciences managers,associate engineer,sayari,remoto,remoto,,,65000 140000 per year,internacional,2025-11-08 00:00:00,sayari apply now 3416 views 466 applied 14 share this job get a rokco short link sayari is hiring a remote associate data engineer about sayari sayari is the transparency company providing the public and private sectors with immediatevisibility into complex commercial relationships by delivering the largest commercially available collection of corporate and trade data as a dynamic model of global ownership and trade activity sayaris solutions harness this model to enable risk resilience complex investigations and cleareyed business decisions sayari is headquartered in washington dc and its solutions are used by thousands of frontline analysts in over 35 countries our company culture is defined by a dedication to our mission of using open data to enhance visibility into global commercial and financial networks a passion for finding novel approaches to complex problems and an understanding that diverse perspectives create optimal outcomes we embrace crossteam collaboration encourage training and learning opportunities and reward initiative and innovation if you like working with supportive highperforming and curious teams sayari is the place for you position description sayari provides instant access to structured business information from hundreds of millions of corporate legal and trade records for a variety of use cases as a member of sayaris data team you will work with our product and software engineering to build the graph that underlies sayaris products please note that we cannot provide h1b andor visa sponsorship for this role at this time job responsibilities build and maintain etl pipelines to process and export record data to sayari graph application develop and improve entity resolution processes implement logic to calculate and export risk information work with product team and other development teams to collect and refine requirements run and maintain regular data releases required skills experience expertise with python or a jvm programming language eg java scala expertise with sql eg postgres databases 02 years of experience designing maintaining and orchestrating etl pipelines eg apache spark apache airflow in cloud based environments eg gcp aws or azure additional preferred skills experiences experience with entity resolution graph theory andor distributed computing experience with kubernetes experience working as part of an agile development team using scrum kanban or similar 85000 95000 a yearthe target base salary for this position is 85000 95000 usd plus bonus and equity final offer amounts are determined by multiple factors including location local market variances candidate experience and expertise internal peer equity and may vary from the amounts listed above benefits 100 fully paid medical vision and dental for employees and their dependents generous time off we observe all us federal holidays close our office for a winter break 12241231 in addition to granting 18 pto days and 10 sick days outstanding compensation package competitive commissions for revenue roles and quarterly bonuses for nonrevenue positions a strong commitment to diversity equity and inclusion eligibility to participate in additional benefits such as 401k match up to 5 100 paid life insurance up to 100000 coverage and parental leave a collaborative and positive culture your team will be as smart and driven as you limitless growth and learning opportunities sayari is an equal opportunity employer and strongly encourages diverse candidates to apply we believe diversity and inclusion mean our team members should reflect the diversity of the united states no employee or applicant will face discrimination or harassment based on race color ethnicity religion age gender gender identity or expression sexual orientation disability status veteran status genetics or political affiliation we strongly encourage applicants of all backgrounds to apply salary and compensation no salary data published by company so we estimated salary based on similar jobs related to python and engineer jobs that are similar 65000 140000year benefits 401k distributed team async vision insurance dental insurance medical insurance unlimited vacation paid time off 4 day workweek 401k matching company retreats coworking budget learning budget free gym membership mental wellness budget home office budget pay in crypto pseudonymous profit sharing equity compensation no whiteboard interview no monitoring system no politics at work we hire old and young location united states,,,no especificado,No identificado,https://remoteok.com/remote-jobs/remote-associate-data-engineer-sayari-1093725,,,176,8541.666666666666,102500,anual,USD,4356250.0,4356250.0,3,natural sciences managers (alto),"Categoría laboral: natural sciences managers (alto). nivel alto o de liderazgo. Salario en colones: ₡4,356,250.",Muy Alto,Natural Sciences Managers (Gerente),4,C_2,₡4M-₡5M,,,C3
